word1,word2,jaccard_coef
elb,ingress,0.011947431302270013
ingress,kubernetes,0.0023673308344841193
elb,kubernetes,0.0012757814161173718
helm,kubernetes,0.0012205044751830757
gcp,helm,0.0008857395925597874
issue,kubernetes,0.0008227067050596463
helm,ingress,0.0005246589716684155
